cbsa_code,cbsa_title,year,n_indicators,score,bucket_Demand,bucket_Supply,bucket_Affordability,bucket_Momentum,bucket_Resilience,rank
26900,"Indianapolis-Carmel-Greenwood, IN",2024,8,0.11695950170857598,0.007887868798659593,-0.022187637891700578,0.07763531541440218,0.06592503690674034,-0.012301081519525537,43
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2024,8,0.11465885606699393,-0.10857639467934477,0.10746711056932255,0.12898958433875188,-0.021882350590282883,0.008660906428547143,44
24660,"Greensboro-High Point, NC",2024,8,0.10997014787887432,0.10105354021441713,-0.07485795658370777,-0.0034204670369792425,0.06307435494775704,0.024120676337387154,45
28940,"Knoxville, TN",2024,8,0.1094221546006687,0.2975554172215414,-0.13900947842468403,-0.06053168017019492,0.03285105457424377,-0.02144315860023748,46
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,8,0.10855892298129431,-0.1548593319107285,0.2245545137553348,0.01877800757491923,0.02179006420824035,-0.0017043306464715803,47
48620,"Wichita, KS",2024,8,0.10694439501415545,-0.09332948601311018,0.045194041911512606,0.10103579520807363,0.0566183811609216,-0.0025743372532421828,48
49180,"Winston-Salem, NC",2024,8,0.09218162169545323,0.2285081406282019,-0.1750335606686643,-0.039184019882116686,0.06627000038300039,0.01162106123503191,49
36420,"Oklahoma City, OK",2024,8,0.09088903330773479,0.02827634272910111,-0.0054869840183216926,0.04858977723955561,0.0028001240886438863,0.01670977326875586,50
40900,"Sacramento-Roseville-Folsom, CA",2024,8,0.07601859109835488,0.11721555199666228,0.0017561007124581925,-0.051185068738304515,-0.011870240710473276,0.020102247838012195,51
31540,"Madison, WI",2024,8,0.07338805611670536,-0.005453844126011423,-0.20020029018924643,0.16680289417782213,0.0959012305356059,0.016338065718535213,52
38900,"Portland-Vancouver-Hillsboro, OR-WA",2024,8,0.0664340131206666,-0.16215588816541743,0.11143378518290269,0.1780298667897534,-0.07893029214706189,0.018056541460489836,53
37860,"Pensacola-Ferry Pass-Brent, FL",2024,8,0.05734944601087054,0.3077500247752479,-0.08992444560009716,-0.14064404773608108,-0.04015265724033573,0.02032057181213666,54
16860,"Chattanooga, TN-GA",2024,8,0.054339766777206394,0.17847751674320977,-0.05970816112156136,-0.010621645116725944,-0.02855818884788199,-0.025249754879834097,55
10900,"Allentown-Bethlehem-Easton, PA-NJ",2024,8,0.03980945968406835,-0.09724448123953441,0.17559258700367544,-0.06721680935981283,0.02181228712436656,0.006865876155373589,56
24860,"Greenville-Anderson-Greer, SC",2024,8,0.03834488407056136,0.35014700444840074,-0.28227325127307273,-0.04643346310346349,-0.00490116888672356,0.021805762885420396,57
46520,"Urban Honolulu, HI",2024,8,0.029391581060453337,-0.15165820172525962,0.25931364241962745,-0.14333127312415403,0.04084044801612989,0.024226965474109644,58
14260,"Boise City, ID",2024,8,0.00928883472362782,0.5011321005470742,-0.497895898487282,0.06203658855823643,-0.06301636895491862,0.007032413060517759,59
31080,"Los Angeles-Long Beach-Anaheim, CA",2024,8,0.008475687962150924,-0.18216535536035397,0.2198283887515853,-0.01150010528507378,-0.04307860548059936,0.025391365336592725,60
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,8,0.0021993353943544416,-0.1484751810446955,0.12055930764385335,0.00032966764020312886,0.06022243911745369,-0.03043689796246022,61
29820,"Las Vegas-Henderson-North Las Vegas, NV",2024,8,-0.0007819985655096,0.14249082896273862,-0.10653217928836863,0.005571450439650023,-0.06019231831107241,0.01788021963154279,62
17820,"Colorado Springs, CO",2024,8,-0.01620774422240251,-0.01251887806933153,-0.0036046019691744076,0.04449606958548655,-0.06632468154948477,0.021744347780101647,63
38940,"Port St. Lucie, FL",2024,8,-0.018994289903892132,0.5380120317713301,-0.3222768731312215,-0.17059685631583948,-0.08492885004981399,0.02079625782165278,64
17140,"Cincinnati, OH-KY-IN",2024,8,-0.023009752154713875,-0.10390096591652162,0.1606106752173942,0.04682558341519982,0.08622560476801273,-0.21277064963879902,65
18140,"Columbus, OH",2024,8,-0.027859545744121406,-0.05958652418652696,-0.09310516121592236,0.06891367284018723,0.049375436440108195,0.006543030378032483,66
46060,"Tucson, AZ",2024,8,-0.029094283795593135,-0.08369407975524104,0.043017004546582464,0.03724718113588527,-0.04775028194975481,0.022085892226934977,67
